stem,ours_lbl_0,ours_lbl_1,ours_lbl_2,ours_lbl_3,ours_lbl_4,ours_lbl_5,ours_lbl_6,ours_lbl_7,ours_lbl_8,ours_lbl_9,ours_lbl_10,ours_lbl_11,ours_lbl_12,ours_lbl_13,ours_lbl_14,ours_lbl_16,ours_lbl_17,ours_lbl_18,ours_lbl_19,ours_lbl_20,ours_lbl_21,ours_lbl_22,ours_lbl_23,ours_lbl_24,auth_lbl_0,auth_lbl_1,auth_lbl_2,auth_lbl_3,auth_lbl_4,auth_lbl_5,auth_lbl_6,auth_lbl_7,auth_lbl_8,auth_lbl_9,auth_lbl_10,auth_lbl_11,auth_lbl_12,auth_lbl_13,auth_lbl_14,auth_lbl_16,auth_lbl_17,auth_lbl_18,auth_lbl_19,auth_lbl_20,auth_lbl_21,auth_lbl_22,auth_lbl_23,auth_lbl_24
00049974,10,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,8,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0
00049978,8,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,4,0,0,0,6,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,5,0,0,0
00050002,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,7,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0
00050003,16,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
00050008,10,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,8,3,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,0
00050028,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0
00050037,13,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00050039,16,0,0,4,0,0,2,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,15,0,0,4,0,0,2,0,0,0,2,0,5,0,0,0,0,2,0,0,0,0,0,0
00050046,15,3,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,14,3,2,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0
00050048,10,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00050057,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0
00050060,15,3,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,14,3,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
00050061,8,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,2,0,7,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,0,2,0
00050062,23,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,22,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0
00050068,20,3,2,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,18,3,2,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00050074,8,3,0,0,0,0,0,0,1,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,2,0,0,4,5,0,0,0,1,0,0,0,0,0,0,0
00050075,28,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,27,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0
00050082,26,0,0,8,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,25,0,0,8,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0
00050087,8,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
00050100,11,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
00050107,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,5,0,0,0
00050108,10,0,0,0,3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,5,0,0,0
00050109,23,0,2,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00050110,14,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00050121,16,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,2,0,0,0,0,0,0
00050123,21,3,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,3,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
00050125,15,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,0,14,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0
00050126,9,0,0,0,3,0,0,0,2,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,2,0,0,8,5,4,0,0,0,0,0,0,0,0,0,0
00050144,16,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,14,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
00050154,16,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
00050155,8,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00050159,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
00050177,6,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,2,0,5,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,2,0
00050182,14,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00050183,17,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0
00050188,12,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,11,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0
00050204,13,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
00050207,19,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0
00050209,12,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,3,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00050210,12,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,11,0,0,4,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
00050213,15,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,4,0,0,0,0,0
00050214,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
00050221,13,3,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0
00050223,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00050224,14,0,0,0,0,6,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,0,0,0
00050225,18,0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00050229,12,0,0,0,0,0,0,3,2,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,3,2,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0
00050235,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
00050237,17,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00050242,15,0,0,0,0,0,0,0,0,0,1,8,4,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,8,5,0,0,1,0,0,0,0,0,0,0,0
00050243,25,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,24,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0
00050248,20,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,4,0,0,0,0
00050262,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,2,0
00050272,14,0,0,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0
00050279,9,0,0,4,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
00050280,12,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00050281,29,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,28,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
00050283,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,2,0
00050288,11,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,5,0,0,0
00050290,25,2,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,4,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00050293,12,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0
00050299,32,0,0,0,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,0,0,31,0,0,0,6,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,0,0,0
00050302,20,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,19,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0
00050321,13,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,4,0
00050325,12,0,0,0,3,6,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,11,0,0,0,3,6,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0
00050330,18,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,17,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0
00050335,9,0,0,0,0,6,0,0,0,0,0,4,0,0,6,2,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,4,0,0,7,2,0,0,0,0,0,0,0,0
00050338,7,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0
00050346,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0
00050352,18,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,16,3,0,0,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
00050358,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
00050359,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,5,0,0,0
00050377,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00050384,15,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0
00050390,14,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
00050391,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,4,5,0,0,0
00050392,26,0,0,4,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00050400,19,0,0,4,0,0,0,0,0,0,0,4,0,3,0,1,1,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,4,0,4,0,1,1,0,0,0,0,0,0,0
00050403,26,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
00050404,13,0,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0
00050407,29,0,2,0,0,6,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,28,0,2,0,0,6,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
00050408,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
00050419,32,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,31,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0
00050421,25,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,6,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0
00050422,11,0,0,0,4,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0
00050444,17,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,15,3,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
00050446,15,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0
00050459,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0
00050461,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
00050462,13,3,0,4,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,4,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00050463,11,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,0,0,0,0
00050466,14,0,0,0,0,6,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,2,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00050468,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0
00050470,13,0,0,0,0,0,0,2,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0
00050471,13,3,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,4,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00050476,32,3,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
00050478,14,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00050479,18,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,2,0
00050484,15,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,13,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,2,0
00050491,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0
00050497,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00050505,20,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,0,2,0,18,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,0,2,0
00050510,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00050514,12,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
00050522,13,0,0,4,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0
00050528,12,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
00050531,17,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0
00050538,7,0,0,4,0,0,2,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,6,0,0,4,0,0,2,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0
00050539,26,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
00050542,13,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,11,3,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0
00050552,15,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,13,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0
00050553,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,3,0,0
00050554,21,0,0,4,0,0,0,0,1,0,0,3,0,0,7,0,0,0,4,0,0,0,0,0,19,0,0,4,0,0,0,0,2,0,0,4,0,0,7,0,0,0,4,0,0,0,0,0
00050565,12,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,11,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
00050573,17,6,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,16,6,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0
00050580,22,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,21,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
00050590,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
00050591,28,3,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,3,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00050593,8,0,0,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,7,0,0,0,3,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0
00050599,15,0,2,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,2,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
00050604,17,3,0,4,6,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,16,3,0,4,6,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0
00050608,20,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,18,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0
00050617,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0
00050622,12,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,2,0,0,0,0,0,0
00050630,24,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0
00050634,16,0,0,4,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,4,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
00050636,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
00050643,26,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00050668,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,5,0,0,0
00050671,8,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
00050677,33,3,2,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,3,2,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
00050680,12,0,0,0,0,6,0,0,0,0,1,4,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,2,4,0,0,7,0,0,0,0,0,0,0,0,0
00050681,12,0,0,4,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
00050686,15,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,3,0,0,14,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0
00050692,12,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0
