face_index,reference_original_class,corrected_ground_truth,known_original_error,model_A_class,model_A_confidence,model_A_prob_stock,model_A_prob_thread,model_A_prob_text,model_A_correct,model_B_class,model_B_confidence,model_B_prob_stock,model_B_prob_thread,model_B_prob_text,model_B_correct,model_C_class,model_C_confidence,model_C_prob_stock,model_C_prob_thread,model_C_prob_text,model_C_correct
273,Thread,Thread,0,Thread,0.60253507,0.37853813,0.60253507,0.01892683,1,Thread,0.99569392,0.00398849,0.99569392,0.00031751,1,Thread,0.74062234,0.25845942,0.74062234,0.00091823,1
274,Stock,Stock,0,Stock,0.51641256,0.51641256,0.46650639,0.01708107,1,Thread,0.96436912,0.03327946,0.96436912,0.00235147,0,Thread,0.57759213,0.42095882,0.57759213,0.00144907,0
275,Stock,Stock,0,Stock,0.57369179,0.57369179,0.41749421,0.00881399,1,Thread,0.99850094,0.00143935,0.99850094,0.00005973,0,Thread,0.96196365,0.03747124,0.96196365,0.00056510,0
276,Stock,Stock,0,Stock,0.52940089,0.52940089,0.45963752,0.01096164,1,Thread,0.99867791,0.00128416,0.99867791,0.00003790,0,Thread,0.93640852,0.06271880,0.93640852,0.00087270,0
277,Stock,Stock,0,Stock,0.51582074,0.51582074,0.47338733,0.01079195,1,Thread,0.99840778,0.00154447,0.99840778,0.00004778,0,Thread,0.93551368,0.06361286,0.93551368,0.00087341,0
278,Stock,Stock,0,Stock,0.57215625,0.57215625,0.41909477,0.00874890,1,Thread,0.99849904,0.00144108,0.99849904,0.00005987,0,Thread,0.95891744,0.04042684,0.95891744,0.00065571,0
279,Stock,Stock,0,Stock,0.54725468,0.54725468,0.44187298,0.01087231,1,Thread,0.99860233,0.00135719,0.99860233,0.00004048,0,Thread,0.93678576,0.06234226,0.93678576,0.00087210,0
280,Stock,Stock,0,Stock,0.56441194,0.56441194,0.42545819,0.01012986,1,Thread,0.99706799,0.00280770,0.99706799,0.00012431,0,Thread,0.93551463,0.06361195,0.93551463,0.00087341,0
281,Stock,Stock,0,Stock,0.57311970,0.57311970,0.41813216,0.00874820,1,Thread,0.99849880,0.00144139,0.99849880,0.00005989,0,Thread,0.95902950,0.04031645,0.95902950,0.00065401,0
282,Stock,Stock,0,Stock,0.55663520,0.55663520,0.43268818,0.01067671,1,Thread,0.99854136,0.00141597,0.99854136,0.00004271,0,Thread,0.93696254,0.06216570,0.93696254,0.00087181,0
283,Stock,Stock,0,Stock,0.57839382,0.57839382,0.41200405,0.00960218,1,Thread,0.99663430,0.00320947,0.99663430,0.00015621,0,Thread,0.93551421,0.06361232,0.93551421,0.00087342,0
284,Stock,Stock,0,Stock,0.57324392,0.57324392,0.41800749,0.00874863,1,Thread,0.99850035,0.00143991,0.99850035,0.00005979,0,Thread,0.96554714,0.03389887,0.96554714,0.00055404,0
285,Stock,Stock,0,Stock,0.56342530,0.56342530,0.42650533,0.01006946,1,Thread,0.99940026,0.00058744,0.99940026,0.00001221,0,Thread,0.95468718,0.04459059,0.95468718,0.00072224,0
286,Stock,Stock,0,Stock,0.58282793,0.58282793,0.40777099,0.00940108,1,Thread,0.99761343,0.00229492,0.99761343,0.00009170,0,Thread,0.93553644,0.06359039,0.93553644,0.00087324,0
287,Stock,Stock,0,Stock,0.57397318,0.57397318,0.41727379,0.00875309,1,Thread,0.99849975,0.00144033,0.99849975,0.00005982,0,Thread,0.96498823,0.03445188,0.96498823,0.00055993,0
288,Stock,Stock,0,Stock,0.56351775,0.56351775,0.42627975,0.01020249,1,Thread,0.99857450,0.00138444,0.99857450,0.00004111,0,Thread,0.94167334,0.05746099,0.94167334,0.00086556,0
289,Stock,Stock,0,Stock,0.59104341,0.59104341,0.39982548,0.00913113,1,Thread,0.99874145,0.00120678,0.99874145,0.00005179,0,Thread,0.94461775,0.05453737,0.94461775,0.00084493,0
290,Stock,Stock,0,Stock,0.57716167,0.57716167,0.41404533,0.00879296,1,Thread,0.99851698,0.00142434,0.99851698,0.00005873,0,Thread,0.97143370,0.02808557,0.97143370,0.00048075,0
291,Stock,Stock,0,Stock,0.59837925,0.59837925,0.39264941,0.00897133,1,Thread,0.99941671,0.00057150,0.99941671,0.00001179,0,Thread,0.97204316,0.02749899,0.97204316,0.00045783,0
292,Stock,Stock,0,Stock,0.58794504,0.58794504,0.40289697,0.00915804,1,Thread,0.99751854,0.00236862,0.99751854,0.00011290,0,Thread,0.93622583,0.06290659,0.93622583,0.00086751,0
293,Stock,Stock,0,Stock,0.57886487,0.57886487,0.41231969,0.00881543,1,Thread,0.99901783,0.00095278,0.99901783,0.00002937,0,Thread,0.97251588,0.02702335,0.97251588,0.00046070,0
294,Stock,Stock,0,Stock,0.59412551,0.59412551,0.39683560,0.00903892,1,Thread,0.99941790,0.00057038,0.99941790,0.00001175,0,Thread,0.97570020,0.02391330,0.97570020,0.00038648,0
295,Stock,Stock,0,Stock,0.63391316,0.63391316,0.35758495,0.00850184,1,Thread,0.99918026,0.00079261,0.99918026,0.00002717,0,Thread,0.97164392,0.02787443,0.97164392,0.00048157,0
296,Stock,Stock,0,Stock,0.59310693,0.59310693,0.39795142,0.00894173,1,Thread,0.99901545,0.00095505,0.99901545,0.00002949,0,Thread,0.97032446,0.02918558,0.97032446,0.00048994,0
297,Stock,Stock,0,Stock,0.50179386,0.50179386,0.48708028,0.01112588,1,Thread,0.99933177,0.00065302,0.99933177,0.00001514,0,Thread,0.94837916,0.05083045,0.94837916,0.00079032,0
298,Stock,Stock,0,Stock,0.62909508,0.62909508,0.36243644,0.00846850,1,Thread,0.99917394,0.00079867,0.99917394,0.00002738,0,Thread,0.96163231,0.03777421,0.96163231,0.00059351,0
299,Stock,Stock,0,Stock,0.70572215,0.70572215,0.28699630,0.00728160,1,Thread,0.99934000,0.00064529,0.99934000,0.00001461,0,Thread,0.97000074,0.02946778,0.97000074,0.00053148,0
300,Stock,Stock,0,Stock,0.61647993,0.61647993,0.37340993,0.01011013,1,Thread,0.99941790,0.00057035,0.99941790,0.00001175,0,Thread,0.98526406,0.01450371,0.98526406,0.00023216,0
301,Stock,Stock,0,Stock,0.57395065,0.57395065,0.41652814,0.00952124,1,Thread,0.99941742,0.00057081,0.99941742,0.00001177,0,Thread,0.98663020,0.01314839,0.98663020,0.00022148,0
302,Stock,Stock,0,Stock,0.70301914,0.70301914,0.28967690,0.00730399,1,Thread,0.99879837,0.00116095,0.99879837,0.00004055,0,Thread,0.96991843,0.02954889,0.96991843,0.00053268,0
303,Stock,Stock,0,Stock,0.61695164,0.61695164,0.37297735,0.01007105,1,Thread,0.99941778,0.00057049,0.99941778,0.00001175,0,Thread,0.98484510,0.01491965,0.98484510,0.00023530,0
304,Stock,Stock,0,Stock,0.67541146,0.67541146,0.31502396,0.00956468,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98663086,0.01314769,0.98663086,0.00022146,0
305,Stock,Stock,0,Stock,0.70344496,0.70344496,0.28925890,0.00729616,1,Thread,0.99926001,0.00072220,0.99926001,0.00001781,0,Thread,0.97734559,0.02219872,0.97734559,0.00045561,0
306,Stock,Stock,0,Stock,0.61540419,0.61540419,0.37450013,0.01009568,1,Thread,0.99941778,0.00057039,0.99941778,0.00001175,0,Thread,0.98485339,0.01491127,0.98485339,0.00023524,0
307,Stock,Stock,0,Stock,0.68957657,0.68957657,0.30165642,0.00876698,1,Thread,0.99941790,0.00057035,0.99941790,0.00001175,0,Thread,0.98662359,0.01315490,0.98662359,0.00022157,0
308,Stock,Stock,0,Stock,0.69742924,0.69742924,0.29510924,0.00746152,1,Thread,0.99888569,0.00107844,0.99888569,0.00003589,0,Thread,0.97125602,0.02823414,0.97125602,0.00050985,0
309,Stock,Stock,0,Stock,0.58987397,0.58987397,0.40069342,0.00943266,1,Thread,0.99941742,0.00057075,0.99941742,0.00001176,0,Thread,0.98484647,0.01491829,0.98484647,0.00023529,0
310,Stock,Stock,0,Stock,0.62445569,0.62445569,0.36558333,0.00996094,1,Thread,0.99941790,0.00057034,0.99941790,0.00001175,0,Thread,0.98588711,0.01387777,0.98588711,0.00023500,0
311,Stock,Stock,0,Stock,0.69520700,0.69520700,0.29725611,0.00753693,1,Thread,0.99894804,0.00101934,0.99894804,0.00003262,0,Thread,0.97270638,0.02680563,0.97270638,0.00048805,0
312,Stock,Stock,0,Stock,0.57843679,0.57843679,0.41247582,0.00908746,1,Thread,0.99941409,0.00057399,0.99941409,0.00001189,0,Thread,0.98512357,0.01464325,0.98512357,0.00023322,0
313,Stock,Stock,0,Stock,0.61710548,0.61710548,0.37290835,0.00998622,1,Thread,0.99941790,0.00057031,0.99941790,0.00001175,0,Thread,0.98632950,0.01344362,0.98632950,0.00022695,0
314,Stock,Stock,0,Stock,0.69053626,0.69053626,0.30180237,0.00766137,1,Thread,0.99868387,0.00126883,0.99868387,0.00004728,0,Thread,0.96706098,0.03238844,0.96706098,0.00055061,0
315,Stock,Stock,0,Stock,0.55231518,0.55231518,0.43779352,0.00989123,1,Thread,0.99941790,0.00057030,0.99941790,0.00001175,0,Thread,0.98245758,0.01725230,0.98245758,0.00029010,0
316,Stock,Stock,0,Stock,0.57961786,0.57961786,0.41130567,0.00907652,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98394817,0.01577926,0.98394817,0.00027257,0
317,Stock,Stock,0,Stock,0.66871864,0.66871864,0.32306305,0.00821831,1,Thread,0.99866843,0.00128335,0.99866843,0.00004818,0,Thread,0.96622556,0.03321245,0.96622556,0.00056200,0
318,Stock,Stock,0,Stock,0.57865745,0.57865745,0.41223046,0.00911215,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98283941,0.01688160,0.98283941,0.00027898,0
319,Stock,Stock,0,Stock,0.57888889,0.57888889,0.41196924,0.00914179,1,Thread,0.99941790,0.00057030,0.99941790,0.00001175,0,Thread,0.98497194,0.01476573,0.98497194,0.00026235,0
320,Stock,Stock,0,Stock,0.63696373,0.63696373,0.35449898,0.00853728,1,Thread,0.99867541,0.00127685,0.99867541,0.00004777,0,Thread,0.96629947,0.03313761,0.96629947,0.00056295,0
321,Stock,Stock,0,Stock,0.54216337,0.54216337,0.44747862,0.01035801,1,Thread,0.99941790,0.00057031,0.99941790,0.00001175,0,Thread,0.98133034,0.01836567,0.98133034,0.00030404,0
322,Stock,Stock,0,Stock,0.57939762,0.57939762,0.41152602,0.00907636,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98447478,0.01525159,0.98447478,0.00027373,0
323,Stock,Stock,0,Stock,0.57912123,0.57912123,0.41199884,0.00887989,1,Thread,0.99867046,0.00128152,0.99867046,0.00004806,0,Thread,0.96962297,0.02986751,0.96962297,0.00050950,0
324,Stock,Stock,0,Stock,0.54705828,0.54705828,0.44288546,0.01005628,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98169589,0.01800852,0.98169589,0.00029561,0
325,Stock,Stock,0,Stock,0.57844520,0.57844520,0.41241562,0.00913922,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98503023,0.01470847,0.98503023,0.00026130,0
326,Stock,Stock,0,Stock,0.55295980,0.55295980,0.43727130,0.00976891,1,Thread,0.99872273,0.00123225,0.99872273,0.00004504,0,Thread,0.97308010,0.02645277,0.97308010,0.00046717,0
327,Stock,Stock,0,Stock,0.51321900,0.51321900,0.47631162,0.01046931,1,Thread,0.99941790,0.00057030,0.99941790,0.00001175,0,Thread,0.98483986,0.01492473,0.98483986,0.00023534,0
328,Stock,Stock,0,Stock,0.57933462,0.57933462,0.41158602,0.00907929,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98481029,0.01492316,0.98481029,0.00026657,0
329,Stock,Stock,0,Stock,0.55000180,0.55000180,0.44010878,0.00988937,1,Thread,0.99890673,0.00105851,0.99890673,0.00003483,0,Thread,0.97424299,0.02529215,0.97424299,0.00046486,0
330,Stock,Stock,0,Stock,0.50280255,0.50280255,0.48664737,0.01055008,1,Thread,0.99941790,0.00057030,0.99941790,0.00001175,0,Thread,0.98484331,0.01492143,0.98484331,0.00023532,0
331,Stock,Stock,0,Stock,0.57814854,0.57814854,0.41271600,0.00913547,1,Thread,0.99941790,0.00057031,0.99941790,0.00001175,0,Thread,0.98278588,0.01691976,0.98278588,0.00029436,0
332,Stock,Stock,0,Stock,0.55519772,0.55519772,0.43515596,0.00964636,1,Thread,0.99915624,0.00082153,0.99915624,0.00002230,0,Thread,0.97417384,0.02535735,0.97417384,0.00046883,0
333,Stock,Stock,0,Stock,0.54388624,0.54388624,0.44587287,0.01024095,1,Thread,0.99933261,0.00065220,0.99933261,0.00001512,0,Thread,0.98641056,0.01336637,0.98641056,0.00022312,0
334,Stock,Stock,0,Stock,0.57909817,0.57909817,0.41181022,0.00909163,1,Thread,0.99941790,0.00057030,0.99941790,0.00001175,0,Thread,0.98393536,0.01579208,0.98393536,0.00027261,0
335,Stock,Stock,0,Stock,0.55923754,0.55923754,0.43106860,0.00969380,1,Thread,0.99914730,0.00082998,0.99914730,0.00002272,0,Thread,0.97451156,0.02501535,0.97451156,0.00047312,0
336,Stock,Stock,0,Stock,0.54688472,0.54688472,0.44313306,0.00998219,1,Thread,0.99933064,0.00065416,0.99933064,0.00001520,0,Thread,0.98648989,0.01328759,0.98648989,0.00022254,0
337,Stock,Stock,0,Stock,0.58052433,0.58052433,0.41044012,0.00903551,1,Thread,0.99941778,0.00057048,0.99941778,0.00001175,0,Thread,0.98663145,0.01314710,0.98663145,0.00022146,0
338,Stock,Stock,0,Stock,0.55061007,0.55061007,0.43939903,0.00999089,1,Thread,0.99912733,0.00084901,0.99912733,0.00002366,0,Thread,0.97424001,0.02529068,0.97424001,0.00046930,0
339,Stock,Stock,0,Stock,0.54274446,0.54274446,0.44682029,0.01043525,1,Thread,0.99941790,0.00057030,0.99941790,0.00001175,0,Thread,0.98493212,0.01483319,0.98493212,0.00023465,0
340,Stock,Stock,0,Stock,0.58222061,0.58222061,0.40879703,0.00898238,1,Thread,0.99941778,0.00057048,0.99941778,0.00001176,0,Thread,0.98663145,0.01314710,0.98663145,0.00022146,0
341,Stock,Stock,0,Stock,0.57157695,0.57157695,0.41966468,0.00875837,1,Thread,0.99941528,0.00057294,0.99941528,0.00001184,0,Thread,0.97738546,0.02219549,0.97738546,0.00041911,0
342,Stock,Stock,0,Stock,0.54719311,0.54719311,0.44218495,0.01062195,1,Thread,0.99941540,0.00057277,0.99941540,0.00001185,0,Thread,0.98929590,0.01049360,0.98929590,0.00021051,0
343,Stock,Stock,0,Stock,0.57948333,0.57948333,0.41143957,0.00907709,1,Thread,0.99941790,0.00057032,0.99941790,0.00001175,0,Thread,0.98663133,0.01314718,0.98663133,0.00022146,0
344,Stock,Stock,0,Stock,0.56796986,0.56796986,0.42366800,0.00836209,1,Thread,0.99941790,0.00057038,0.99941790,0.00001175,0,Thread,0.98027396,0.01929469,0.98027396,0.00043131,0
345,Stock,Stock,0,Stock,0.58424389,0.58424389,0.40685007,0.00890604,1,Thread,0.99932814,0.00065652,0.99932814,0.00001531,0,Thread,0.98122555,0.01847348,0.98122555,0.00030094,0
346,Stock,Stock,0,Stock,0.57798302,0.57798302,0.41294464,0.00907235,1,Thread,0.99941790,0.00057029,0.99941790,0.00001175,0,Thread,0.98937315,0.01041689,0.98937315,0.00020996,0
347,Stock,Stock,0,Stock,0.56728029,0.56728029,0.42438450,0.00833520,1,Thread,0.99902117,0.00094961,0.99902117,0.00002920,0,Thread,0.97531295,0.02424138,0.97531295,0.00044560,0
348,Stock,Stock,0,Stock,0.55985761,0.55985761,0.43007809,0.01006431,1,Thread,0.99941766,0.00057058,0.99941766,0.00001176,0,Thread,0.98016971,0.01951672,0.98016971,0.00031364,0
349,Stock,Stock,0,Stock,0.57923055,0.57923055,0.41178232,0.00898709,1,Thread,0.99918300,0.00078994,0.99918300,0.00002708,0,Thread,0.98105031,0.01865160,0.98105031,0.00029810,0
350,Stock,Stock,0,Stock,0.56790847,0.56790847,0.42373070,0.00836087,1,Thread,0.99902177,0.00094905,0.99902177,0.00002916,0,Thread,0.97463870,0.02492150,0.97463870,0.00043978,0
351,Stock,Stock,0,Stock,0.55967742,0.55967742,0.43005106,0.01027158,1,Thread,0.99932611,0.00065855,0.99932611,0.00001540,0,Thread,0.96573156,0.03369409,0.96573156,0.00057438,0
352,Stock,Stock,0,Stock,0.57986712,0.57986712,0.41111234,0.00902051,1,Thread,0.99918288,0.00079004,0.99918288,0.00002709,0,Thread,0.98071152,0.01898806,0.98071152,0.00030049,0
353,Stock,Stock,0,Stock,0.78260291,0.78260291,0.21091798,0.00647906,1,Thread,0.99620557,0.00355153,0.99620557,0.00024284,0,Thread,0.62240112,0.37606597,0.62240112,0.00153290,0
354,Stock,Stock,0,Stock,0.71614701,0.71614701,0.27424750,0.00960549,1,Thread,0.99436533,0.00529894,0.99436533,0.00033570,0,Stock,0.61508489,0.61508489,0.38270715,0.00220795,1
355,Stock,Stock,0,Stock,0.83021915,0.83021915,0.16384917,0.00593169,1,Thread,0.98955894,0.00969505,0.98955894,0.00074598,0,Thread,0.68043929,0.31801662,0.68043929,0.00154409,0
356,Stock,Stock,0,Stock,0.84713817,0.84713817,0.14644417,0.00641762,1,Thread,0.99502605,0.00457681,0.99502605,0.00039712,0,Thread,0.91558838,0.08367495,0.91558838,0.00073667,0
357,Stock,Stock,0,Stock,0.62408131,0.62408131,0.36324769,0.01267104,1,Thread,0.99270308,0.00678857,0.99270308,0.00050839,0,Thread,0.91948634,0.07966485,0.91948634,0.00084880,0
358,Stock,Stock,0,Stock,0.93479186,0.93479186,0.05826788,0.00694021,1,Thread,0.62561411,0.36707333,0.62561411,0.00731260,0,Stock,0.63900280,0.63900280,0.35900468,0.00199246,1
359,Stock,Stock,0,Stock,0.80185324,0.80185324,0.19062497,0.00752179,1,Thread,0.99225414,0.00720525,0.99225414,0.00054061,0,Thread,0.55183935,0.44655758,0.55183935,0.00160302,0
360,Stock,Stock,0,Stock,0.79984194,0.79984194,0.18410106,0.01605701,1,Thread,0.95717120,0.04044107,0.95717120,0.00238774,0,Stock,0.51490951,0.51490951,0.48304853,0.00204194,1
361,Stock,Stock,0,Stock,0.75480890,0.75480890,0.23588066,0.00931046,1,Thread,0.99196821,0.00728852,0.99196821,0.00074320,0,Stock,0.54774946,0.54774946,0.45057002,0.00168045,1
362,Thread,Thread,0,Thread,0.49750111,0.49044111,0.49750111,0.01205778,1,Thread,0.99932611,0.00065860,0.99932611,0.00001540,1,Thread,0.96326083,0.03619000,0.96326083,0.00054913,1
363,Thread,Thread,0,Thread,0.52094150,0.46760425,0.52094150,0.01145432,1,Thread,0.99932611,0.00065860,0.99932611,0.00001540,1,Thread,0.96348101,0.03607954,0.96348101,0.00043942,1
364,Thread,Thread,0,Thread,0.49494320,0.49068353,0.49494320,0.01437330,1,Thread,0.99847585,0.00145764,0.99847585,0.00006656,1,Thread,0.83036298,0.16857938,0.83036298,0.00105770,1
365,Stock,Stock,0,Stock,0.99355596,0.99355596,0.00021344,0.00623058,1,Stock,0.99984479,0.99984479,0.00012997,0.00002527,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
366,Thread,Stock,1,Thread,0.53856546,0.44442397,0.53856546,0.01701049,0,Thread,0.79514849,0.19336826,0.79514849,0.01148335,0,Stock,0.97005916,0.97005916,0.02953963,0.00040119,1
367,Thread,Stock,1,Thread,0.67575794,0.30441746,0.67575794,0.01982458,0,Thread,0.90647191,0.08831555,0.90647191,0.00521248,0,Stock,0.99459487,0.99459487,0.00515378,0.00025140,1
368,Thread,Stock,1,Thread,0.62023276,0.36131266,0.62023276,0.01845463,0,Thread,0.84837002,0.14614101,0.84837002,0.00548900,0,Stock,0.99877912,0.99877912,0.00104886,0.00017203,1
369,Stock,Stock,0,Stock,0.67711061,0.67711061,0.30134603,0.02154332,1,Stock,0.65805256,0.65805256,0.33002362,0.01192382,1,Stock,0.99141628,0.99141628,0.00834558,0.00023813,1
370,Stock,Stock,0,Stock,0.49307889,0.49307889,0.49156031,0.01536081,1,Thread,0.71616566,0.27472430,0.71616566,0.00911003,0,Stock,0.99983919,0.99983919,0.00007671,0.00008409,1
371,Thread,Stock,1,Thread,0.66404915,0.31882331,0.66404915,0.01712757,0,Stock,0.53923750,0.53923750,0.44590089,0.01486160,1,Stock,0.99919659,0.99919659,0.00064123,0.00016221,1
372,Thread,Stock,1,Thread,0.58873838,0.39849889,0.58873838,0.01276283,0,Stock,0.68129730,0.68129730,0.30246276,0.01623992,1,Stock,0.99977213,0.99977213,0.00013537,0.00009243,1
373,Stock,Stock,0,Stock,0.68450820,0.68450820,0.30430272,0.01118903,1,Stock,0.50521016,0.50521016,0.47817883,0.01661100,1,Stock,0.95209098,0.95209098,0.04759172,0.00031734,1
374,Stock,Stock,0,Stock,0.56758529,0.56758529,0.42147982,0.01093492,1,Thread,0.90343696,0.09100838,0.90343696,0.00555465,0,Stock,0.99967098,0.99967098,0.00023806,0.00009095,1
375,Stock,Stock,0,Stock,0.70006931,0.70006931,0.28647199,0.01345866,1,Thread,0.93190539,0.06351356,0.93190539,0.00458093,0,Stock,0.86127090,0.86127090,0.13808072,0.00064836,1
376,Stock,Stock,0,Stock,0.84921968,0.84921968,0.13097939,0.01980092,1,Stock,0.96194702,0.96194702,0.03500396,0.00304907,1,Stock,0.99926037,0.99926037,0.00039535,0.00034427,1
377,Stock,Stock,0,Stock,0.56780940,0.56780940,0.42124450,0.01094606,1,Thread,0.87243950,0.12193725,0.87243950,0.00562319,0,Stock,0.99981552,0.99981552,0.00008543,0.00009902,1
378,Stock,Stock,0,Stock,0.66144425,0.66144425,0.32325059,0.01530513,1,Thread,0.74515063,0.24275310,0.74515063,0.01209620,0,Stock,0.99248064,0.99248064,0.00725482,0.00026459,1
379,Stock,Stock,0,Stock,0.74462819,0.74462819,0.09790184,0.15746999,1,Thread,0.68832558,0.30004832,0.68832558,0.01162613,0,Stock,0.99937373,0.99937373,0.00041052,0.00021571,1
380,Stock,Stock,0,Stock,0.99966216,0.99966216,0.00000282,0.00033504,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000001,0.00000001,1
381,Stock,Stock,0,Stock,0.99965954,0.99965954,0.00000279,0.00033775,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000001,0.00000001,1
382,Stock,Stock,0,Stock,0.99964762,0.99964762,0.00000272,0.00034968,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000001,0.00000001,1
383,Stock,Stock,0,Stock,0.99964392,0.99964392,0.00000271,0.00035334,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000001,0.00000001,1
384,Stock,Stock,0,Stock,0.99964321,0.99964321,0.00000275,0.00035402,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000001,0.00000000,1
385,Stock,Stock,0,Stock,0.99964035,0.99964035,0.00000301,0.00035663,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
386,Stock,Stock,0,Stock,0.99963200,0.99963200,0.00000402,0.00036394,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
387,Stock,Stock,0,Stock,0.99962223,0.99962223,0.00000493,0.00037281,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
388,Stock,Stock,0,Stock,0.99961746,0.99961746,0.00000518,0.00037741,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
389,Stock,Stock,0,Stock,0.99952316,0.99952316,0.00000636,0.00047059,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
390,Stock,Stock,0,Stock,0.99932444,0.99932444,0.00000891,0.00066659,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
391,Stock,Stock,0,Stock,0.99927551,0.99927551,0.00000982,0.00071476,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
392,Stock,Stock,0,Stock,0.99911660,0.99911660,0.00001276,0.00087070,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
393,Stock,Stock,0,Stock,0.99907070,0.99907070,0.00001391,0.00091536,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
394,Stock,Stock,0,Stock,0.99905938,0.99905938,0.00001464,0.00092593,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
395,Stock,Stock,0,Stock,0.99900848,0.99900848,0.00001655,0.00097505,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
396,Stock,Stock,0,Stock,0.99891567,0.99891567,0.00001972,0.00106456,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
397,Stock,Stock,0,Stock,0.99884439,0.99884439,0.00002299,0.00113264,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
398,Stock,Stock,0,Stock,0.99835277,0.99835277,0.00003918,0.00160815,1,Stock,0.99978703,0.99978703,0.00007085,0.00014213,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
399,Stock,Stock,0,Stock,0.99957973,0.99957973,0.00000576,0.00041450,1,Stock,0.99969494,0.99969494,0.00007858,0.00022660,1,Stock,0.99999976,0.99999976,0.00000019,0.00000005,1
400,Stock,Stock,0,Stock,0.99756706,0.99756706,0.00005360,0.00237928,1,Stock,0.99938893,0.99938893,0.00012747,0.00048360,1,Stock,0.99999726,0.99999726,0.00000181,0.00000096,1
401,Stock,Stock,0,Stock,0.99756706,0.99756706,0.00005361,0.00237929,1,Stock,0.99939001,0.99939001,0.00012672,0.00048321,1,Stock,0.99999726,0.99999726,0.00000181,0.00000096,1
402,Stock,Stock,0,Stock,0.99756706,0.99756706,0.00005361,0.00237931,1,Stock,0.99939299,0.99939299,0.00012597,0.00048112,1,Stock,0.99999726,0.99999726,0.00000181,0.00000096,1
403,Stock,Stock,0,Stock,0.99586785,0.99586785,0.00012211,0.00401003,1,Stock,0.99978679,0.99978679,0.00007078,0.00014242,1,Stock,1.00000000,1.00000000,0.00000001,0.00000000,1
404,Stock,Stock,0,Stock,0.99756694,0.99756694,0.00005361,0.00237941,1,Stock,0.99939001,0.99939001,0.00012633,0.00048369,1,Stock,0.99999726,0.99999726,0.00000181,0.00000096,1
405,Stock,Stock,0,Stock,0.99756706,0.99756706,0.00005361,0.00237937,1,Stock,0.99938881,0.99938881,0.00012663,0.00048453,1,Stock,0.99999726,0.99999726,0.00000181,0.00000096,1
406,Stock,Stock,0,Stock,0.99767369,0.99767369,0.00003455,0.00229180,1,Stock,0.99979120,0.99979120,0.00008452,0.00012427,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
407,Stock,Stock,0,Stock,0.99639183,0.99639183,0.00010742,0.00350078,1,Stock,0.99980408,0.99980408,0.00006637,0.00012956,1,Stock,1.00000000,1.00000000,0.00000000,0.00000000,1
